Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,6414.75737917
Ethereum,https://coinmarketcap.com/currencies/ethereum/,204.116341179
XRP,https://coinmarketcap.com/currencies/ripple/,0.28759620424
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,489.001841495
EOS,https://coinmarketcap.com/currencies/eos/,5.09654800721
Stellar,https://coinmarketcap.com/currencies/stellar/,0.199714155679
Litecoin,https://coinmarketcap.com/currencies/litecoin/,55.4671838728
Tether,https://coinmarketcap.com/currencies/tether/,1.0024742288
Cardano,https://coinmarketcap.com/currencies/cardano/,0.0798463651811
Monero,https://coinmarketcap.com/currencies/monero/,107.094562188
Dash,https://coinmarketcap.com/currencies/dash/,196.504310735
IOTA,https://coinmarketcap.com/currencies/iota/,0.562289968473
TRON,https://coinmarketcap.com/currencies/tron/,0.0199016962698
NEO,https://coinmarketcap.com/currencies/neo/,18.881064525
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,11.5632870964
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,9.65044314854
NEM,https://coinmarketcap.com/currencies/nem/,0.100161652041
VeChain,https://coinmarketcap.com/currencies/vechain/,0.0151331165378
Tezos,https://coinmarketcap.com/currencies/tezos/,1.21977495193
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0.00575032398113
Zcash,https://coinmarketcap.com/currencies/zcash/,125.743117097
OmiseGO,https://coinmarketcap.com/currencies/omisego/,3.5418801481
Lisk,https://coinmarketcap.com/currencies/lisk/,3.56257205945
Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.00206728273521
Ontology,https://coinmarketcap.com/currencies/ontology/,1.93259511939
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,19.7181711695
Qtum,https://coinmarketcap.com/currencies/qtum/,3.68517064585
0x,https://coinmarketcap.com/currencies/0x/,0.600919078788
Decred,https://coinmarketcap.com/currencies/decred/,36.9532512832
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0.0360627338732
Nano,https://coinmarketcap.com/currencies/nano/,2.10282711815
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,1.77555935801
BitShares,https://coinmarketcap.com/currencies/bitshares/,0.101881573319
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0.0246094186435
ICON,https://coinmarketcap.com/currencies/icon/,0.661307934117
Maker,https://coinmarketcap.com/currencies/maker/,351.26767676
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0.94630552424
Steem,https://coinmarketcap.com/currencies/steem/,0.790388943774
Verge,https://coinmarketcap.com/currencies/verge/,0.0134154551316
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0.00553095234425
Waves,https://coinmarketcap.com/currencies/waves/,1.94364630257
Holo,https://coinmarketcap.com/currencies/holo/,0.00132387627673
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0.00161780109068
Bytom,https://coinmarketcap.com/currencies/bytom/,0.168146791965
Basic Attenti...,https://coinmarketcap.com/currencies/basic-attention-token/,0.164622048671
Augur,https://coinmarketcap.com/currencies/augur/,14.924464152
Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,3.15023774152
Waltonchain,https://coinmarketcap.com/currencies/waltonchain/,3.6136937258
Stratis,https://coinmarketcap.com/currencies/stratis/,1.46275302768
Populous,https://coinmarketcap.com/currencies/populous/,3.72007839725
Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,0.136385330814
Komodo,https://coinmarketcap.com/currencies/komodo/,1.10125907029
Status,https://coinmarketcap.com/currencies/status/,0.0343572463325
Mithril,https://coinmarketcap.com/currencies/mithril/,0.291844963202
Hshare,https://coinmarketcap.com/currencies/hshare/,2.52985841265
KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,1.1788297068
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0.2276521165
RChain,https://coinmarketcap.com/currencies/rchain/,0.26355531279
Wanchain,https://coinmarketcap.com/currencies/wanchain/,0.939931996802
IOST,https://coinmarketcap.com/currencies/iostoken/,0.0117927334161
Ardor,https://coinmarketcap.com/currencies/ardor/,0.0969316599953
ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,0.003252427484
Aion,https://coinmarketcap.com/currencies/aion/,0.445919696708
MOAC,https://coinmarketcap.com/currencies/moac/,1.47340496882
Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,2.02136269501
Chainlink,https://coinmarketcap.com/currencies/chainlink/,0.252456023449
aelf,https://coinmarketcap.com/currencies/aelf/,0.349424818241
BitcoinDark,https://coinmarketcap.com/currencies/bitcoindark/,66.8360399306
Dentacoin,https://coinmarketcap.com/currencies/dentacoin/,0.000263860465562
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,1.61030800424
Mixin,https://coinmarketcap.com/currencies/mixin/,180.093407303
DigixDAO,https://coinmarketcap.com/currencies/digixdao/,39.3575608465
TrueUSD,https://coinmarketcap.com/currencies/trueusd/,1.00215025469
Horizen,https://coinmarketcap.com/currencies/zencash/,16.5515358036
QASH,https://coinmarketcap.com/currencies/qash/,0.210926038393
Dropil,https://coinmarketcap.com/currencies/dropil/,0.0033879176973
FunFair,https://coinmarketcap.com/currencies/funfair/,0.0144618313569
Nebulas,https://coinmarketcap.com/currencies/nebulas-token/,1.50932050918
Ark,https://coinmarketcap.com/currencies/ark/,0.64881772549
GXChain,https://coinmarketcap.com/currencies/gxchain/,1.12389958362
MCO,https://coinmarketcap.com/currencies/mco/,4.26794836995
Nxt,https://coinmarketcap.com/currencies/nxt/,0.0668003275898
Bancor,https://coinmarketcap.com/currencies/bancor/,1.2525436482
TenX,https://coinmarketcap.com/currencies/tenx/,0.608445374958
Gas,https://coinmarketcap.com/currencies/gas/,6.54882133216
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,1.0643152465
Decentraland,https://coinmarketcap.com/currencies/decentraland/,0.0606497706946
WAX,https://coinmarketcap.com/currencies/wax/,0.067673899712
Elastos,https://coinmarketcap.com/currencies/elastos/,7.80515152537
Bitcoin Private,https://coinmarketcap.com/currencies/bitcoin-private/,2.97566872247
CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,0.087571289823
Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,0.155652550912
Theta Token,https://coinmarketcap.com/currencies/theta-token/,0.087772922937
ZCoin,https://coinmarketcap.com/currencies/zcoin/,10.1893738669
Loopring,https://coinmarketcap.com/currencies/loopring/,0.0974130363557
PIVX,https://coinmarketcap.com/currencies/pivx/,0.970478864429
Kin,https://coinmarketcap.com/currencies/kin/,7.17602973773e-05
Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,0.396093054063
Cortex,https://coinmarketcap.com/currencies/cortex/,0.34546438875
Nuls,https://coinmarketcap.com/currencies/nuls/,1.27636943158
Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,6421.92606433
Ethereum,https://coinmarketcap.com/currencies/ethereum/,203.067064315
XRP,https://coinmarketcap.com/currencies/ripple/,0.286435705182
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,488.781979283
EOS,https://coinmarketcap.com/currencies/eos/,5.07656379177
Stellar,https://coinmarketcap.com/currencies/stellar/,0.19779808595
Litecoin,https://coinmarketcap.com/currencies/litecoin/,55.3415021866
Tether,https://coinmarketcap.com/currencies/tether/,1.0051339898
Cardano,https://coinmarketcap.com/currencies/cardano/,0.0792843274594
Monero,https://coinmarketcap.com/currencies/monero/,106.870760105
Dash,https://coinmarketcap.com/currencies/dash/,195.825441737
IOTA,https://coinmarketcap.com/currencies/iota/,0.560445426453
TRON,https://coinmarketcap.com/currencies/tron/,0.0198787288218
NEO,https://coinmarketcap.com/currencies/neo/,18.7828399021
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,11.5353747687
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,9.63784332495
NEM,https://coinmarketcap.com/currencies/nem/,0.100191728034
VeChain,https://coinmarketcap.com/currencies/vechain/,0.0150084777634
Tezos,https://coinmarketcap.com/currencies/tezos/,1.21938753323
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0.00574884895656
Zcash,https://coinmarketcap.com/currencies/zcash/,126.014771089
OmiseGO,https://coinmarketcap.com/currencies/omisego/,3.5256379109
Lisk,https://coinmarketcap.com/currencies/lisk/,3.58017395222
Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.00206976215099
Ontology,https://coinmarketcap.com/currencies/ontology/,1.91133587421
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,19.7204416068
Qtum,https://coinmarketcap.com/currencies/qtum/,3.67773656063
0x,https://coinmarketcap.com/currencies/0x/,0.599660345718
Decred,https://coinmarketcap.com/currencies/decred/,37.0418963749
Nano,https://coinmarketcap.com/currencies/nano/,2.10110474655
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0.0356373741667
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,1.76720101283
BitShares,https://coinmarketcap.com/currencies/bitshares/,0.101541204526
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0.0246386989421
ICON,https://coinmarketcap.com/currencies/icon/,0.657744028006
Maker,https://coinmarketcap.com/currencies/maker/,350.931640354
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0.943707707061
Steem,https://coinmarketcap.com/currencies/steem/,0.789743850328
Verge,https://coinmarketcap.com/currencies/verge/,0.0134050858764
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0.00553235147741
Waves,https://coinmarketcap.com/currencies/waves/,1.94374423808
Holo,https://coinmarketcap.com/currencies/holo/,0.00132412018299
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0.00161426403678
